HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,query,query_id,description,narrative,document_url,document_id,gold_standard,user_feedback,user_rationale,user_relevance,Approve,Reject
3N5YJ55YXGBX7TCZBM0YD76KESENAI,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3VHHR074H4PSNB9AI8D1E8VP9IX7LW,A1HV2V9M87ZTM9,Approved,Sun Feb 14 19:48:24 PST 2016,Sun Feb 14 19:49:17 PST 2016,Mon Feb 15 01:49:17 PST 2016,2016-02-15 09:52:37 UTC,,,53,100% (91/91),100% (91/91),100% (65/65),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.bartleby.com/59/s3.html,clueweb09-en0005-20-14447,0,{},"The culmination of English translations of the Bible, featuring full-text search, content-based chapter guides and quick verse finder.",0,,
3N5YJ55YXGBX7TCZBM0YD76KESENAI,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3ZQIG0FLQFOA9VM54KNJTXS8T6DWV9,A1M7DKSUT54LJ9,Approved,Sun Feb 14 19:24:36 PST 2016,Sun Feb 14 19:25:42 PST 2016,Mon Feb 15 01:25:42 PST 2016,2016-02-15 09:27:38 UTC,,,66,100% (53/53),100% (53/53),100% (51/51),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.bartleby.com/59/s3.html,clueweb09-en0005-20-14447,0,{},The text did not help me with my decision.,0,,
3N5YJ55YXGBX7TCZBM0YD76KESENAI,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3DYGAII7PMGSKETN6ZFEVGL4JJRQPE,A28N8N0FAW4B74,Approved,Sun Feb 14 21:20:52 PST 2016,Sun Feb 14 21:22:12 PST 2016,Mon Feb 15 03:22:12 PST 2016,2016-02-15 11:23:17 UTC,,,80,100% (25/25),100% (25/25),100% (25/25),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.bartleby.com/59/s3.html,clueweb09-en0005-20-14447,0,{},The text did not help me with my decision.,0,,
3N5YJ55YXGBX7TCZBM0YD76KESENAI,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,37TD41K0AIHL35ZWTYID6G1Y2NHSC9,A2IICH6KZZB6XF,Approved,Sun Feb 14 20:45:33 PST 2016,Sun Feb 14 20:47:55 PST 2016,Mon Feb 15 02:47:55 PST 2016,2016-02-15 10:52:36 UTC,,,142,100% (38/38),100% (38/38),100% (38/38),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.bartleby.com/59/s3.html,clueweb09-en0005-20-14447,0,{},The text did not help me with my decision,0,,
3N5YJ55YXGBX7TCZBM0YD76KESENAI,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3ITXP059PXR8BJ523QZZTKETS6NJS9,AFQKLIYNCVZTL,Approved,Sun Feb 14 19:35:37 PST 2016,Sun Feb 14 19:54:58 PST 2016,Mon Feb 15 01:54:58 PST 2016,2016-02-15 09:57:36 UTC,,,1161,100% (66/66),100% (66/66),100% (66/66),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.bartleby.com/59/s3.html,clueweb09-en0005-20-14447,0,{},"The culmination of English translations of the Bible, featuring full-text search, content-based chapter guides and quick verse finder.  See also: Previous Features",0,,
3N5YJ55YXGBX7TCZBM0YD76KESENAI,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3OS4RQUCRANTPV249EMJOXC1VBPFB6,APNX2JW4QKM0L,Approved,Sun Feb 14 19:39:30 PST 2016,Sun Feb 14 19:41:07 PST 2016,Mon Feb 15 01:41:07 PST 2016,2016-02-15 09:42:37 UTC,,,97,100% (31/31),100% (31/31),100% (31/31),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.bartleby.com/59/s3.html,clueweb09-en0005-20-14447,0,{},he text did not help me with my decision.,-1,,
3N5YJ55YXGBX7TCZBM0YD76KESENAI,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3W92K5RLWVPGWC7L8J0A3XFV99B5V3,AROEBUDI2L9G9,Approved,Sun Feb 14 19:25:56 PST 2016,Sun Feb 14 19:48:33 PST 2016,Mon Feb 15 01:48:33 PST 2016,2016-02-15 09:52:37 UTC,,,1357,100% (71/71),100% (71/71),100% (71/71),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.bartleby.com/59/s3.html,clueweb09-en0005-20-14447,0,{},"The culmination of English translations of the Bible, featuring full-text search, content-based chapter guides and quick verse finder.  See also: Previous Features",0,,
3N5YJ55YXGBX7TCZBM0YD76KESENAI,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,31EUONYN2WB24MD3DYW9C3FMQ61OVG,AVLBKM6QIPB1S,Approved,Sun Feb 14 21:13:19 PST 2016,Sun Feb 14 21:16:00 PST 2016,Mon Feb 15 03:16:00 PST 2016,2016-02-15 11:18:04 UTC,,,161,100% (14/14),100% (14/14),100% (14/14),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.bartleby.com/59/s3.html,clueweb09-en0005-20-14447,0,ok,"The culmination of English translations of the Bible, featuring full-text search, content-based chapter guides and quick verse finder. Bartleby.com presents the complete 70 volumes of the most comprehensive and well-researched anthology of all time.",0,,
356TQKY9XF5ULKRXYHZVLJEZOP978N,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,34Q075JO1YL1FT5M4ZA9FECO3XK01F,A1LUGQBOW46XEH,Approved,Sun Feb 14 19:08:00 PST 2016,Sun Feb 14 19:10:25 PST 2016,Mon Feb 15 01:10:25 PST 2016,2016-02-15 09:12:36 UTC,,,145,100% (6/6),100% (6/6),100% (6/6),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
","http://encyclopedia2.thefreedictionary.com/Berlin,+Congress+of",clueweb09-en0001-61-09677,0,Irving Berlin was an American composer and lyricist,"Berlin, Congress of, 1878, called by the signers of the Treaty of Paris of 1856 (see Paris, Congress of
) to reconsider the terms of the Treaty of San Stefano, which Russia had forced on the Ottoman Empire earlier in 1878. Great Britain and Austria-Hungary were the powers most insistent on revision; Russia submitted the treaty to revision only after Great Britain threatened war and Bismarck
had offered to mediate as ""honest broker."" He was chairman of the congress.",0,,
356TQKY9XF5ULKRXYHZVLJEZOP978N,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3PIWWX1FJKEFCGMCGWQL1JN6WOCJJX,A1YJKLVJW1FE33,Approved,Sun Feb 14 20:21:25 PST 2016,Sun Feb 14 20:21:53 PST 2016,Mon Feb 15 02:21:53 PST 2016,2016-02-15 10:22:38 UTC,,,28,100% (145/145),100% (66/66),100% (66/66),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
","http://encyclopedia2.thefreedictionary.com/Berlin,+Congress+of",clueweb09-en0001-61-09677,0,{},"Berlin, Congress of,
 1878, called by the signers of the Treaty of Paris of 1856 (see Paris, Congress ofParis, Congress of,
1856, conference held by representatives of France, Great Britain, the Ottoman Empire (Turkey), Sardinia, Russia, Austria, and Prussia to negotiate the peace after the Crimean War. In the Treaty of Paris (Mar.
..... Click the link for more information. ) to reconsider the terms of the Treaty of San Stefano

, which Russia had forced on the Ottoman Empire earlier in 1878",0,,
